1.,Martin Beneš,,26,25,1479.63,16,125,0,576,0,9,451,1,4
2.,Patrik Zítka,,21,3,77.70,2,3,0,20,0,1,17,0,0
3.,Ondřej Pelech,,5,0,0.00,0,0,0,0,0,0,0,0,0
