1. 5.,VIT,"6:7"
7. 4.,TAT,"9:5"
5. 4.,TAT,"3:5"
3. 4.,TAT,"5:4sn"
2. 4.,TAT,"5:3"
8. 5.,VIT,"-:-"
9. 5.,VIT,"-:-"
14. 5.,VIT,"-:-"
16. 5.,VIT,"-:-"
23. 5.,VIT,"-:-"
V - VP - VP - V - P - V - VP - P - V - P
