Denis Jasiok,7,416.50,28,114,100920187
Lukáš Souček,4,240.00,18,48,070919043
Petr Maláč,0,0.00,0,0,090824027
Michal Bartoň,0,0.00,0,0,121004167
Michael Chalupecký,0,0.00,0,0,131010044
