3. 4.,MB,"3:10"
2. 4.,MB,"4:9"
28. 3.,MB,"5:9"
27. 3.,MB,"6:16"
7. 3.,PAR,"3:7"
,,
,,
,,
,,
,,
P - VP - V - V - V - P - P - P - P - P
