1.,Jan Binder,,14,13,736.29,7,62,0,281,0,6,219,0,2
2.,Martin Janík,,4,2,68.62,1,5,0,22,0,1,17,0,0
3.,Jan Klinka,,13,4,153.74,2,12,0,46,0,2,34,0,0
