1.,Adam Kohút,,16,14,821.79,4,83,0,306,0,10,223,0,0
2.,Kevin Majrich,,5,2,103.78,1,14,0,51,0,1,37,0,0
3.,Miroslav Steiger,,14,4,154.00,0,24,0,70,0,4,46,0,0
4.,Filip Doležal,,1,0,0.00,0,0,0,0,0,0,0,0,0
