1.,Karel Hodík,,16,15,837.18,11,63,1,297,0,4,234,0,0
2.,Karel Pergler,,10,1,18.02,1,1,0,4,0,0,3,0,0
3.,Vojtěch Šimůnek,,12,6,290.49,1,33,0,117,0,5,84,0,0
