1.,Martin Beneš,,14,13,714.56,8,58,0,247,0,5,189,0,0
2.,Viktor Hejna,,12,1,60.00,1,4,0,19,0,0,15,0,0
3.,Roman Nový,,1,0,0.00,0,0,0,0,0,0,0,0,0
