1.,Daniel Mück,,17,12,660.23,7,60,0,258,0,5,198,0,0
2.,Petr Chlad,,21,14,769.40,7,75,0,300,0,7,225,1,0
3.,Jakub Levínský,,6,2,74.48,1,7,0,31,0,1,24,0,0
4.,Jan Král,,2,0,0.00,0,0,0,0,0,0,0,0,0
5.,Mikuláš Futschik,,1,0,0.00,0,0,0,0,0,0,0,0,0
6.,Daniel Kupec,,2,0,0.00,0,0,0,0,0,0,0,0,0
