1.,Denis Jasiok,,19,11,656.50,9,39,0,212,0,2,173,1,0
2.,Lukáš Souček,,15,9,540.00,6,40,0,157,0,3,117,0,2
3.,Michal Bartoň,,4,1,60.00,1,6,0,22,0,0,16,0,0
4.,Petr Maláč,,2,0,0.00,0,0,0,0,0,0,0,0,0
5.,Michael Chalupecký,,2,0,0.00,0,0,0,0,0,0,0,0,0
