1.,Lukáš Bauer,,18,17,1022.72,15,57,0,235,0,2,178,2,0
2.,Ondřej Tomšík,,14,1,60.00,1,1,0,11,0,0,10,0,0
3.,Dominik Hanuš,,4,0,0.00,0,0,0,0,0,0,0,0,0
