8. 3.,HAT (d),"4:3"
6. 3.,HAT (h),"4:5"
5. 3.,HAT (h),"6:5"
27. 2.,HAT (d),"6:5"
26. 2.,HAT (d),"6:5p"
,,
,,
,,
,,
,,
P - VP - V - P - P - VP - V - V - P - V
