
#,"<span data-id=""GoalieStatsDataGrid_139639101489104"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639101489104/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""fullname"">Jméno <input type=""text"" name=""gridFilter_fullname"" data-placement=""bottom"" class=""popup-on"" title=""Abc - jakýkoliv výskyt Abc
Abc* - začíná s Abc
*Abc - končí s Abc 
=Abc - přesný výskyt Abc"">","<span data-id=""GoalieStatsDataGrid_139639101489104"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639101489104/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""team_logo_with_link"">Družstvo","<span data-id=""GoalieStatsDataGrid_139639101489104"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639101489104/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""z"">Z","<span data-id=""GoalieStatsDataGrid_139639101489104"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639101489104/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""zch"">ZCH","<span data-id=""GoalieStatsDataGrid_139639101489104"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639101489104/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""min"">min","<span data-id=""GoalieStatsDataGrid_139639101489104"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639101489104/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""v"">V","<span data-id=""GoalieStatsDataGrid_139639101489104"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639101489104/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""bo"">BO","<span data-id=""GoalieStatsDataGrid_139639101489104"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639101489104/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""so"">SO","<span data-id=""GoalieStatsDataGrid_139639101489104"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639101489104/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""s"">S","<span data-id=""GoalieStatsDataGrid_139639101489104"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639101489104/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""r"">R","<span data-id=""GoalieStatsDataGrid_139639101489104"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639101489104/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""p"">P","<span data-id=""GoalieStatsDataGrid_139639101489104"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639101489104/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""za"">ZA","<span data-id=""GoalieStatsDataGrid_139639101489104"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639101489104/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""a"">A","<span data-id=""GoalieStatsDataGrid_139639101489104"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639101489104/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""tm"">TM"
1.,Kevin Majrich,,13,11,657.58,2,67,0,247,0,9,180,0,0
2.,Zdeněk Raška,,4,1,60.00,0,5,0,22,0,1,17,0,0
3.,Matěj Kubíček,,7,1,60.00,0,11,0,38,0,1,27,0,0
