3. 4.,BA,"10:3"
2. 4.,BA,"9:4"
28. 3.,BA,"9:5"
27. 3.,BA,"16:6"
7. 3.,OTR,"7:3"
8. 5.,ERROR: Wrong team abbreviation,"-:-"
9. 5.,ERROR: Wrong team abbreviation,"-:-"
15. 5.,ERROR: Wrong team abbreviation,"-:-"
16. 5.,ERROR: Wrong team abbreviation,"-:-"
18. 5.,ERROR: Wrong team abbreviation,"-:-"
V - V - V - V - V - V - V - V - V - V
