1.,Michal Rebro,,6,6,361.25,3,26,0,147,0,3,121,0,0
2.,Vojtěch Šimůnek,,12,4,237.77,3,25,0,87,0,1,62,0,0
3.,Karel Hodík,,4,2,120.00,2,11,0,44,0,0,33,0,0
4.,Karel Pergler,,2,0,0.00,0,0,0,0,0,0,0,0,0
