1.,Jan Dvořák,,23,18,993.22,8,114,0,451,0,10,337,1,0
2.,Lukáš Chyna,,25,12,482.90,2,85,0,256,0,10,171,0,0
3.,Vojtěch Jirka,,1,1,1.05,1,0,0,2,0,0,2,0,0
4.,Tadeáš Dittrich,,2,1,20.00,0,5,0,14,0,1,9,0,0
