1.,Martin Haleš,,11,11,613.59,3,77,0,336,0,8,259,1,0
2.,Jiří Veinfurter,,1,0,0.00,0,0,0,0,0,0,0,0,0
3.,Karel Aubus,,8,2,43.92,0,12,0,8,0,2,-4,0,0
