1.,Martin Beneš,,20,20,1189.98,13,96,0,453,0,7,357,1,4
2.,Patrik Zítka,,16,1,9.87,1,0,0,2,0,0,2,0,0
3.,Ondřej Pelech,,4,0,0.00,0,0,0,0,0,0,0,0,0
