1.,Daniel Mück,,20,17,935.57,7,90,1,399,0,10,309,0,0
2.,Ivan Ponomarev,,20,6,269.73,2,28,0,160,0,4,132,0,0
3.,Jan Baudisch,,1,0,0.00,0,0,0,0,0,0,0,0,2
