1.,Filip Kuhn,,17,12,648.10,3,53,0,284,0,9,231,0,25
2.,Ondřej Kolajta,,19,12,539.39,1,54,0,230,0,11,176,0,0
3.,Filip Létal,,10,4,185.08,0,22,0,95,0,4,73,1,0
