1.,Kevin Majrich,,23,21,1236.40,2,137,0,466,0,19,329,1,0
2.,Matěj Kubíček,,8,1,60.00,0,11,0,38,0,1,27,0,0
3.,Zdeněk Raška,,8,2,80.00,0,13,0,36,0,2,23,0,0
4.,Jan Vorálek,,5,0,0.00,0,0,0,0,0,0,0,0,0
