1.,Radovan Michajlovič,,22,20,1186.54,12,104,0,488,0,8,384,0,0
2.,Jakub Zavřel,,5,3,141.60,3,10,0,40,0,0,30,1,0
3.,Tomáš Hyršl,,19,3,39.32,2,9,0,19,0,1,10,0,0
