1.,Lukáš Kříž,,16,14,748.22,10,55,0,199,0,4,144,0,0
2.,Tomáš Jurco,,7,3,122.40,2,12,0,42,0,1,30,0,0
3.,Martin Frühbauer,,9,2,82.92,1,12,0,33,0,1,21,0,0
