1.,Martin Haleš,,21,19,1096.61,6,124,0,535,0,13,411,2,0
2.,Matěj Denemark,,4,1,60.00,0,12,0,41,0,1,29,0,0
3.,Karel Aubus,,16,4,163.92,0,33,0,86,0,4,53,0,0
4.,Jiří Veinfurter,,1,0,0.00,0,0,0,0,0,0,0,0,0
