1.,,Předvýběr.CZ Florbal MB,3,3,0,0,0,9,34,15,19,9,8,1,88.89,6,2,0,66.67,6,0,0,0,0,0,12,112,30.36,0,0,0,0,0
2.,,1. SC TEMPISH Vítkovice,3,3,0,0,0,9,24,7,17,4,2,0,50.00,4,0,0,100.00,5,0,0,0,0,0,10,77,31.17,0,0,0,0,0
3.,,ACEMA Sparta Praha,3,2,0,0,1,6,16,14,2,4,1,0,25.00,6,5,0,16.67,6,0,0,0,0,0,12,65,24.62,0,0,0,0,0
4.,,FAT PIPE FLORBAL CHODOV,3,1,1,0,1,5,24,22,2,6,1,0,16.67,8,4,0,50.00,8,0,0,0,0,0,16,97,24.74,0,0,0,0,0
5.,,FbŠ Bohemians,3,1,0,1,1,4,22,24,-2,8,4,0,50.00,6,1,0,83.33,6,0,0,0,0,0,12,94,23.40,0,0,0,0,0
6.,,Tatran Teka Střešovice,3,1,0,0,2,3,14,16,-2,6,5,0,83.33,4,1,0,75.00,4,0,0,0,0,0,8,80,17.50,0,0,0,0,0
7.,,FBC ČPP OSTRAVA,3,0,0,0,3,0,7,24,-17,4,0,0,0.00,4,2,0,50.00,5,0,0,0,0,0,10,65,10.77,0,0,0,0,0
8.,,BLACK ANGELS,3,0,0,0,3,0,15,34,-19,6,2,0,33.33,9,8,1,11.11,8,1,0,0,0,0,21,61,24.59,0,0,0,0,0
