
#,"<span data-id=""GoalieStatsDataGrid_139639084456976"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639084456976/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""fullname"">Jméno <input type=""text"" name=""gridFilter_fullname"" data-placement=""bottom"" class=""popup-on"" title=""Abc - jakýkoliv výskyt Abc
Abc* - začíná s Abc
*Abc - končí s Abc 
=Abc - přesný výskyt Abc"">","<span data-id=""GoalieStatsDataGrid_139639084456976"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639084456976/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""team_logo_with_link"">Družstvo","<span data-id=""GoalieStatsDataGrid_139639084456976"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639084456976/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""z"">Z","<span data-id=""GoalieStatsDataGrid_139639084456976"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639084456976/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""zch"">ZCH","<span data-id=""GoalieStatsDataGrid_139639084456976"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639084456976/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""min"">min","<span data-id=""GoalieStatsDataGrid_139639084456976"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639084456976/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""v"">V","<span data-id=""GoalieStatsDataGrid_139639084456976"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639084456976/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""bo"">BO","<span data-id=""GoalieStatsDataGrid_139639084456976"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639084456976/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""so"">SO","<span data-id=""GoalieStatsDataGrid_139639084456976"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639084456976/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""s"">S","<span data-id=""GoalieStatsDataGrid_139639084456976"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639084456976/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""r"">R","<span data-id=""GoalieStatsDataGrid_139639084456976"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639084456976/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""p"">P","<span data-id=""GoalieStatsDataGrid_139639084456976"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639084456976/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""za"">ZA","<span data-id=""GoalieStatsDataGrid_139639084456976"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639084456976/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""a"">A","<span data-id=""GoalieStatsDataGrid_139639084456976"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639084456976/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""tm"">TM"
1.,Jan Dvořák,,14,11,566.43,3,72,0,277,0,8,205,0,0
2.,Lukáš Chyna,,16,10,363.95,1,65,0,194,0,9,129,0,0
3.,Tadeáš Dittrich,,2,1,20.00,0,5,0,14,0,1,9,0,0
