
#,"<span data-id=""GoalieStatsDataGrid_139639030611664"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639030611664/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""fullname"">Jméno <input type=""text"" name=""gridFilter_fullname"" data-placement=""bottom"" class=""popup-on"" title=""Abc - jakýkoliv výskyt Abc
Abc* - začíná s Abc
*Abc - končí s Abc 
=Abc - přesný výskyt Abc"">","<span data-id=""GoalieStatsDataGrid_139639030611664"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639030611664/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""team_logo_with_link"">Družstvo","<span data-id=""GoalieStatsDataGrid_139639030611664"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639030611664/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""z"">Z","<span data-id=""GoalieStatsDataGrid_139639030611664"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639030611664/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""zch"">ZCH","<span data-id=""GoalieStatsDataGrid_139639030611664"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639030611664/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""min"">min","<span data-id=""GoalieStatsDataGrid_139639030611664"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639030611664/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""v"">V","<span data-id=""GoalieStatsDataGrid_139639030611664"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639030611664/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""bo"">BO","<span data-id=""GoalieStatsDataGrid_139639030611664"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639030611664/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""so"">SO","<span data-id=""GoalieStatsDataGrid_139639030611664"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639030611664/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""s"">S","<span data-id=""GoalieStatsDataGrid_139639030611664"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639030611664/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""r"">R","<span data-id=""GoalieStatsDataGrid_139639030611664"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639030611664/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""p"">P","<span data-id=""GoalieStatsDataGrid_139639030611664"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639030611664/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""za"">ZA","<span data-id=""GoalieStatsDataGrid_139639030611664"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639030611664/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""a"">A","<span data-id=""GoalieStatsDataGrid_139639030611664"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639030611664/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""tm"">TM"
1.,Daniel Mück,,13,11,572.62,4,64,0,238,0,7,174,0,0
2.,Ivan Ponomarev,,13,5,210.73,1,25,0,129,0,4,104,0,0
3.,Jan Baudisch,,1,0,0.00,0,0,0,0,0,0,0,0,2
