1.,Michal Rebro,,6,6,361.25,3,26,0,147,0,3,121,0,0
2.,Vojtěch Šimůnek,,14,5,297.77,4,28,0,96,0,1,68,0,0
3.,Karel Hodík,,6,3,179.00,2,15,0,78,0,1,63,0,0
4.,Karel Pergler,,2,0,0.00,0,0,0,0,0,0,0,0,0
