1.,Karel Šantora,,17,13,775.53,3,74,1,318,0,10,244,0,0
2.,Rastislav Mazák,,3,1,58.48,0,7,0,23,0,1,16,0,0
3.,Jiří Buchta,,11,3,177.50,0,27,0,84,0,3,57,0,0
4.,Matyáš Lorenc,,3,0,0.00,0,0,0,0,0,0,0,0,0
