
#,"<span data-id=""GoalieStatsDataGrid_139639151235216"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639151235216/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""fullname"">Jméno <input type=""text"" name=""gridFilter_fullname"" data-placement=""bottom"" class=""popup-on"" title=""Abc - jakýkoliv výskyt Abc
Abc* - začíná s Abc
*Abc - končí s Abc 
=Abc - přesný výskyt Abc"">","<span data-id=""GoalieStatsDataGrid_139639151235216"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639151235216/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""team_logo_with_link"">Družstvo","<span data-id=""GoalieStatsDataGrid_139639151235216"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639151235216/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""z"">Z","<span data-id=""GoalieStatsDataGrid_139639151235216"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639151235216/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""zch"">ZCH","<span data-id=""GoalieStatsDataGrid_139639151235216"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639151235216/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""min"">min","<span data-id=""GoalieStatsDataGrid_139639151235216"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639151235216/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""v"">V","<span data-id=""GoalieStatsDataGrid_139639151235216"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639151235216/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""bo"">BO","<span data-id=""GoalieStatsDataGrid_139639151235216"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639151235216/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""so"">SO","<span data-id=""GoalieStatsDataGrid_139639151235216"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639151235216/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""s"">S","<span data-id=""GoalieStatsDataGrid_139639151235216"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639151235216/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""r"">R","<span data-id=""GoalieStatsDataGrid_139639151235216"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639151235216/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""p"">P","<span data-id=""GoalieStatsDataGrid_139639151235216"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639151235216/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""za"">ZA","<span data-id=""GoalieStatsDataGrid_139639151235216"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639151235216/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""a"">A","<span data-id=""GoalieStatsDataGrid_139639151235216"" data-action=""/datagrid/20222/GoalieStatsDataGrid_139639151235216/for"" class=""grid-ajax sort-button"" data-name=""sort"" data-value=""tm"">TM"
1.,Martin Beneš,,12,12,707.90,7,63,0,263,0,5,200,1,4
2.,Patrik Zítka,,10,1,9.87,1,0,0,2,0,0,2,0,0
3.,Ondřej Pelech,,2,0,0.00,0,0,0,0,0,0,0,0,0
