1.,Jan Binder,,18,18,1004.86,11,92,0,420,0,7,328,0,0
2.,Martin Janík,,9,1,3.07,0,1,0,3,0,1,2,0,0
3.,Jan Klinka,,10,1,2.27,1,2,0,2,0,0,0,0,0
