1.,Lukáš Bauer,,16,13,765.30,12,43,0,228,0,1,185,1,0
2.,Petr Musil,,8,3,177.18,3,14,0,62,0,0,48,0,0
3.,Ondřej Tomšík,,6,1,20.00,1,5,0,14,0,0,9,0,0
4.,Marek Macík,,2,0,0.00,0,0,0,0,0,0,0,0,0
